證券代碼,年月,序號,法定人數,不足人數,進用人數,不足百分比
4121 優盛,202109  ,1,1,1,0,100.00
4129 聯合,202109  ,1,5,1,4,20.00
4133 亞諾法,202109  ,1,1,1,0,100.00
4164 承業醫,202109  ,1,1,1,0,100.00
4167 松瑞藥,202109  ,1,2,1,1,50.00
4167 松瑞藥,202109  ,2,2,1,1,50.00
4171 瑞基,202109  ,1,1,1,0,100.00
4173 久裕,202109  ,1,1,1,0,100.00
4180 保盛藥業,202109  ,1,1,1,0,100.00
4306 炎洲,202109  ,1,6,4,2,66.67
4423 仁宗蕾絲,202109  ,1,1,1,0,100.00
4433 興采,202109  ,1,3,1,2,33.33
4438 廣越,202109  ,1,2,1,1,50.00
4550 長佳,202109  ,1,1,1,0,100.00
4566 時碩工業,202109  ,1,3,1,2,33.33
4707 磐亞,202109  ,1,1,1,0,100.00
4726 永昕,202109  ,1,3,1,2,33.33
4728 雙美,202109  ,1,1,1,0,100.00
4749 新應材,202109  ,1,2,1,1,50.00
4755 三福化,202109  ,1,3,1,2,33.33
4770 上品,202109  ,1,4,1,3,25.00
4915 致伸,202109  ,1,3,1,2,33.33
4919 新唐,202109  ,1,14,1,13,7.14
4938 和碩,202109  ,1,1,1,0,100.00
4938 和碩,202109  ,2,2,2,0,100.00
4938 和碩,202109  ,3,1,1,0,100.00
4938 和碩,202109  ,4,3,2,1,66.67
4960 誠美材,202109  ,1,11,8,3,72.73
4979 華星光,202109  ,1,4,1,3,25.00
4985 富相,202109  ,1,1,1,0,100.00
5201 凱衛,202109  ,1,1,1,0,100.00
5202 力新,202109  ,1,1,1,0,100.00
5209 新鼎,202109  ,1,1,1,0,100.00
5213 亞昕,202109  ,1,1,1,0,100.00
5243 乙盛-KY,202109  ,1,1,1,0,100.00
5274 信驊,202109  ,1,1,1,0,100.00
5321 美而快,202109  ,1,2,2,0,100.00
5371 中光電,202109  ,1,1,1,0,100.00
5371 中光電,202109  ,2,1,1,0,100.00
5392 能率,202109  ,1,1,1,0,100.00
5403 中菲,202109  ,1,1,1,0,100.00
5425 台半,202109  ,1,1,1,0,100.00
5434 崇越,202109  ,1,1,1,0,100.00
5434 崇越,202109  ,2,4,2,2,50.00
5434 崇越,202109  ,3,1,1,0,100.00
5443 均豪,202109  ,1,4,2,2,50.00
5469 瀚宇博,202109  ,1,1,1,0,100.00
5478 智冠,202109  ,1,1,1,0,100.00
5478 智冠,202109  ,2,1,1,0,100.00
5478 智冠,202109  ,3,1,1,0,100.00
5483 中美晶,202109  ,1,9,6,3,66.67
5483 中美晶,202109  ,2,4,1,3,25.00
5490 同亨,202109  ,1,1,1,0,100.00
5515 建國,202109  ,1,4,1,3,25.00
5519 隆大,202109  ,1,1,1,0,100.00
5522 遠雄,202109  ,1,3,2,1,66.67
5534 長虹,202109  ,1,1,1,0,100.00
5543 桓鼎-KY,202109  ,1,1,1,0,100.00
5820 日盛金,202109  ,1,1,1,0,100.00
5827 華泰銀行,202109  ,1,7,2,5,28.57
5830 三信銀行,202109  ,1,11,4,7,36.36
5838 華銀,202109  ,1,77,3,74,3.90
5843 兆豐銀行,202109  ,1,3,1,2,33.33
5844 一銀,202109  ,1,1,1,0,100.00
5862 板信銀,202109  ,1,14,5,9,35.71
5870 花旗台灣,202109  ,1,41,4,37,9.76
5871 中租-KY,202109  ,1,18,1,17,5.56
5871 中租-KY,202109  ,2,9,2,7,22.22
5876 上海商銀,202109  ,1,25,1,24,4.00
6005 群益證,202109  ,1,6,2,4,33.33
6020 大展證,202109  ,1,1,1,0,100.00
6021 美好證,202109  ,1,1,1,0,100.00
6023 元大期,202109  ,1,3,1,2,33.33
6111 大宇資,202109  ,1,1,1,0,100.00
6112 邁達特,202109  ,1,1,1,0,100.00
6116 彩晶,202109  ,1,28,4,24,14.29
6121 新普,202109  ,1,1,1,0,100.00
6121 新普,202109  ,2,2,2,0,100.00
6138 茂達,202109  ,1,1,1,0,100.00
6138 茂達,202109  ,2,2,1,1,50.00
6146 耕興,202109  ,1,7,6,1,85.71
6151 晉倫,202109  ,1,1,1,0,100.00
6165 浪凡,202109  ,1,2,1,1,50.00
6173 信昌電,202109  ,1,2,1,1,50.00
6174 安碁,202109  ,1,2,1,1,50.00
6175 立敦,202109  ,1,1,1,0,100.00
6177 達麗,202109  ,1,1,1,0,100.00
6177 達麗,202109  ,2,1,1,0,100.00
6180 橘子,202109  ,1,1,1,0,100.00
6180 橘子,202109  ,2,4,3,1,75.00
6188 廣明,202109  ,1,1,1,0,100.00
6191 精成科,202109  ,1,1,1,0,100.00
6202 盛群,202109  ,1,4,1,3,25.00
6203 海韻電,202109  ,1,1,1,0,100.00
6208 日揚,202109  ,1,1,1,0,100.00
6214 精誠,202109  ,1,1,1,0,100.00
6214 精誠,202109  ,2,1,1,0,100.00
6218 豪勉,202109  ,1,1,1,0,100.00
6230 尼得科超眾,202109  ,1,6,3,3,50.00
6239 力成,202109  ,1,9,5,4,55.56
6239 力成,202109  ,2,43,6,37,13.95
6243 迅杰,202109  ,1,1,1,0,100.00
6244 茂迪,202109  ,1,1,1,0,100.00
6245 立端,202109  ,1,7,1,6,14.29
6271 同欣電,202109  ,1,19,4,15,21.05
6274 台燿,202109  ,1,10,1,9,10.00
6277 宏正,202109  ,1,1,1,0,100.00
6285 啟碁,202109  ,1,52,5,47,9.62
6409 旭隼,202109  ,1,1,1,0,100.00
6414 樺漢,202109  ,1,1,1,0,100.00
6416 瑞祺電通,202109  ,1,1,1,0,100.00
6432 今展科,202109  ,1,1,1,0,100.00
6435 大中,202109  ,1,1,1,0,100.00
6438 迅得,202109  ,1,5,1,4,20.00
6441 廣錠,202109  ,1,1,1,0,100.00
6456 GIS-KY,202109  ,1,1,1,0,100.00
6456 GIS-KY,202109  ,2,7,2,5,28.57
6457 紘康,202109  ,1,1,1,0,100.00
6462 神盾,202109  ,1,1,1,0,100.00
6462 神盾,202109  ,2,1,1,0,100.00
6462 神盾,202109  ,3,1,1,0,100.00
6462 神盾,202109  ,4,3,2,1,66.67
6462 神盾,202109  ,5,1,1,0,100.00
6464 台數科,202109  ,1,1,1,0,100.00
6472 保瑞,202109  ,1,1,1,0,100.00
6475 岱煒,202109  ,1,1,1,0,100.00
6478 創威智聯,202109  ,1,1,1,0,100.00
6494 九齊,202109  ,1,1,1,0,100.00
6496 科懋,202109  ,1,1,1,0,100.00
6499 益安,202109  ,1,1,1,0,100.00
6510 精測,202109  ,1,11,5,6,45.45
6526 達發,202109  ,1,6,3,3,50.00
6531 愛普*,202109  ,1,1,1,0,100.00
6542 隆中,202109  ,1,1,1,0,100.00
6547 高端疫苗,202109  ,1,1,1,0,100.00
6590 普鴻,202109  ,1,1,1,0,100.00
6592 和潤企業,202109  ,1,10,2,8,20.00
6592 和潤企業,202109  ,2,6,5,1,83.33
6603 富強鑫,202109  ,1,2,1,1,50.00
6647 合迪,202109  ,1,9,2,7,22.22
6658 聯策,202109  ,1,1,1,0,100.00
6669 緯穎,202109  ,1,18,1,17,5.56
6677 瑩碩生技,202109  ,1,1,1,0,100.00
6684 安格,202109  ,1,1,1,0,100.00
6684 安格,202109  ,2,1,1,0,100.00
6689 伊雲谷,202109  ,1,3,1,2,33.33
6693 廣閎科,202109  ,1,1,1,0,100.00
6697 東捷資訊,202109  ,1,1,1,0,100.00
6703 軒郁,202109  ,1,1,1,0,100.00
6704 國璽幹細胞,202109  ,1,1,1,0,100.00
6708 天擎,202109  ,1,1,1,0,100.00
6712 長聖,202109  ,1,1,1,0,100.00
6716 應廣,202109  ,1,1,1,0,100.00
6719 力智,202109  ,1,2,1,1,50.00
6741 91APP*-KY,202109  ,1,4,2,2,50.00
6743 安普新,202109  ,1,1,1,0,100.00
6751 智聯服務,202109  ,1,3,3,0,100.00
6775 穎台科技,202109  ,1,4,4,0,100.00
6781 AES-KY,202109  ,1,1,1,0,100.00
6781 AES-KY,202109  ,2,2,2,0,100.00
6791 虎門科技,202109  ,1,1,1,0,100.00
6792 詠業,202109  ,1,5,2,3,40.00
6793 天力離岸,202109  ,1,3,3,0,100.00
6818 連騰,202109  ,1,1,1,0,100.00
6826 和淞,202109  ,1,6,4,2,66.67
6830 汎銓,202109  ,1,3,3,0,100.00
6841 長佳智能,202109  ,1,1,1,0,100.00
6856 鑫傳,202109  ,1,1,1,0,100.00
6858 愛比科技,202109  ,1,1,1,0,100.00
6868 采威國際,202109  ,1,1,1,0,100.00
6869 雲豹能源,202109  ,1,1,1,0,100.00
6910 德鴻,202109  ,1,1,1,0,100.00
6950 KKT-KY,202109  ,1,1,1,0,100.00
6980 鐳洋科技,202109  ,1,1,1,0,100.00
6987 寶晶能源*,202109  ,1,1,1,0,100.00
6993 凱納,202109  ,1,1,1,0,100.00
6995 野獸國,202109  ,1,1,1,0,100.00
7555 美萌,202109  ,1,1,1,0,100.00
7566 亞果遊艇,202109  ,1,1,1,0,100.00
7631 聚賢研發-創,202109  ,1,1,1,0,100.00
7704 明遠精密,202109  ,1,1,1,0,100.00
7706 宏碁創達,202109  ,1,3,3,0,100.00
7710 東擎科技,202109  ,1,1,1,0,100.00
7711 永擎,202109  ,1,2,2,0,100.00
7722 LINEPAY,202109  ,1,1,1,0,100.00
7723 築間,202109  ,1,8,6,2,75.00
7734 印能科技,202109  ,1,1,1,0,100.00
7750 新代,202109  ,1,4,2,2,50.00
7801 華芸科技,202109  ,1,1,1,0,100.00
7810 捷創科技,202109  ,1,1,1,0,100.00
7822 倍利科,202109  ,1,1,1,0,100.00
8024 佑華,202109  ,1,1,1,0,100.00
8032 光菱,202109  ,1,1,1,0,100.00
8044 網家,202109  ,1,1,1,0,100.00
8044 網家,202109  ,2,18,4,14,22.22
8050 廣積,202109  ,1,1,1,0,100.00
8050 廣積,202109  ,2,1,1,0,100.00
8054 安國,202109  ,1,1,1,0,100.00
8054 安國,202109  ,2,1,1,0,100.00
8054 安國,202109  ,3,1,1,0,100.00
8054 安國,202109  ,4,1,1,0,100.00
8059 凱碩,202109  ,1,1,1,0,100.00
8071 能率網通,202109  ,1,1,1,0,100.00
8081 致新,202109  ,1,3,2,1,66.67
8091 翔名,202109  ,1,3,2,1,66.67
8163 達方,202109  ,1,5,2,3,40.00
8163 達方,202109  ,2,4,1,3,25.00
8163 達方,202109  ,3,1,1,0,100.00
8201 無敵,202109  ,1,1,1,0,100.00
8213 志超,202109  ,1,3,1,2,33.33
8249 菱光,202109  ,1,1,1,0,100.00
8255 朋程,202109  ,1,4,1,3,25.00
8284 三竹,202109  ,1,3,1,2,33.33
8299 群聯,202109  ,1,27,4,23,14.81
8338 麥寮汽電,202109  ,1,3,1,2,33.33
8358 金居,202109  ,1,3,1,2,33.33
8367 建新國際,202109  ,1,1,1,0,100.00
8390 金益鼎,202109  ,1,1,1,0,100.00
8403 盛弘,202109  ,1,1,1,0,100.00
8406 金可-KY,202109  ,1,14,5,9,35.71
8409 商之器,202109  ,1,1,1,0,100.00
8446 華研,202109  ,1,1,1,0,100.00
8463 潤泰材,202109  ,1,1,1,0,100.00
8463 潤泰材,202109  ,2,3,1,2,33.33
8491 真好玩,202109  ,1,1,1,0,100.00
8916 光隆,202109  ,1,1,1,0,100.00
8924 大田,202109  ,1,1,1,0,100.00
8931 大汽電,202109  ,1,1,1,0,100.00
8938 明安,202109  ,1,9,2,7,22.22
8996 高力,202109  ,1,4,1,3,25.00
910069 新曄,202109  ,1,1,1,0,100.00
916665 爾必達,202109  ,1,9,5,4,55.56
9904 寶成,202109  ,1,1,1,0,100.00
9911 櫻花,202109  ,1,1,1,0,100.00
9917 中保科,202109  ,1,1,1,0,100.00
9930 中聯資源,202109  ,1,3,1,2,33.33
9933 中鼎,202109  ,1,1,1,0,100.00
9945 潤泰新,202109  ,1,9,2,7,22.22
9945 潤泰新,202109  ,2,1,1,0,100.00
9945 潤泰新,202109  ,3,3,1,2,33.33
9958 世紀鋼,202109  ,1,3,2,1,66.67
9968 華歌爾,202109  ,1,18,7,11,38.89
9971 立大開發,202109  ,1,1,1,0,100.00
B00029 富蘭克林投顧,202109  ,1,2,2,0,100.00
000116 日盛證券,202110  ,1,1,1,0,100.00
000700 兆豐證券,202110  ,1,1,1,0,100.00
000884 玉山證券,202110  ,1,2,2,0,100.00
000888 國泰證券,202110  ,1,9,2,7,22.22
000930 華南永昌證券,202110  ,1,1,1,0,100.00
000980 元大證券,202110  ,1,3,1,2,33.33
000980 元大證券,202110  ,2,13,2,11,15.38
1109 信大,202110  ,1,1,1,0,100.00
1201 味全,202110  ,1,1,1,0,100.00
1210 大成,202110  ,1,3,1,2,33.33
1216 統一,202110  ,1,1,1,0,100.00
1225 福懋油,202110  ,1,2,2,0,100.00
1227 佳格,202110  ,1,10,3,7,30.00
1232 大統益,202110  ,1,1,1,0,100.00
1232 大統益,202110  ,2,2,1,1,50.00
1235 興泰,202110  ,1,2,2,0,100.00
1240 茂生農經,202110  ,1,1,1,0,100.00
1268 漢來美食,202110  ,1,1,1,0,100.00
1268 漢來美食,202110  ,2,1,1,0,100.00
1269 乾杯,202110  ,1,2,1,1,50.00
1303 南亞,202110  ,1,2,2,0,100.00
1303 南亞,202110  ,2,60,2,58,3.33
1303 南亞,202110  ,3,1,1,0,100.00
1304 台聚,202110  ,1,2,1,1,50.00
1304 台聚,202110  ,2,4,1,3,25.00
1304 台聚,202110  ,3,1,1,0,100.00
1308 亞聚,202110  ,1,2,1,1,50.00
1309 台達化,202110  ,1,2,1,1,50.00
1309 台達化,202110  ,2,1,1,0,100.00
1310 台苯,202110  ,1,1,1,0,100.00
1314 中石化,202110  ,1,3,1,2,33.33
1314 中石化,202110  ,2,1,1,0,100.00
1321 大洋,202110  ,1,1,1,0,100.00
1326 台化,202110  ,1,9,1,8,11.11
1326 台化,202110  ,2,1,1,0,100.00
1402 遠東新,202110  ,1,4,1,3,25.00
1402 遠東新,202110  ,2,7,1,6,14.29
1409 新纖,202110  ,1,4,1,3,25.00
1419 新紡,202110  ,1,2,2,0,100.00
1440 南紡,202110  ,1,5,2,3,40.00
1440 南紡,202110  ,2,4,1,3,25.00
1445 大宇,202110  ,1,1,1,0,100.00
1464 得力,202110  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202110  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202110  ,2,1,1,0,100.00
1503 士電,202110  ,1,9,2,7,22.22
1503 士電,202110  ,2,4,3,1,75.00
1504 東元,202110  ,1,2,1,1,50.00
1504 東元,202110  ,2,1,1,0,100.00
1507 日立永大電梯,202110  ,1,1,1,0,100.00
1507 日立永大電梯,202110  ,2,19,1,18,5.26
1538 正峰,202110  ,1,1,1,0,100.00
1548 信昌機械,202110  ,1,7,1,6,14.29
1555 維輪實業,202110  ,1,2,2,0,100.00
1566 捷邦,202110  ,1,1,1,0,100.00
1582 信錦,202110  ,1,2,1,1,50.00
1605 華新,202110  ,1,5,4,1,80.00
1605 華新,202110  ,2,31,15,16,48.39
1613 台一,202110  ,1,1,1,0,100.00
1623 大東電,202110  ,1,1,1,0,100.00
1701 中化,202110  ,1,4,3,1,75.00
1702 南僑,202110  ,1,3,2,1,66.67
1704 榮化,202110  ,1,2,1,1,50.00
1710 東聯,202110  ,1,2,1,1,50.00
1711 永光,202110  ,1,1,1,0,100.00
1711 永光,202110  ,2,2,2,0,100.00
1715 萬洲,202110  ,1,6,3,3,50.00
1716 永信藥品,202110  ,1,1,1,0,100.00
1718 中纖,202110  ,1,1,1,0,100.00
1724 台硝,202110  ,1,1,1,0,100.00
1762 中化生,202110  ,1,3,1,2,33.33
1763 奇美實業,202110  ,1,10,8,2,80.00
1764 長春石化,202110  ,1,9,6,3,66.67
1764 長春石化,202110  ,2,30,5,25,16.67
1765 長春樹脂,202110  ,1,21,4,17,19.05
1766 大連化工,202110  ,1,9,6,3,66.67
1776 展宇,202110  ,1,1,1,0,100.00
1780 立弘,202110  ,1,1,1,0,100.00
1781 合世,202110  ,1,1,1,0,100.00
1795 美時,202110  ,1,5,2,3,40.00
1802 台玻,202110  ,1,2,1,1,50.00
1808 潤隆,202110  ,1,1,1,0,100.00
1904 正隆,202110  ,1,3,1,2,33.33
2002 中鋼,202110  ,1,5,1,4,20.00
2002 中鋼,202110  ,2,7,4,3,57.14
2002 中鋼,202110  ,3,32,9,23,28.13
2002 中鋼,202110  ,4,2,1,1,50.00
2002 中鋼,202110  ,5,3,1,2,33.33
2007 燁興,202110  ,1,6,2,4,33.33
2010 春源,202110  ,1,14,2,12,14.29
2012 春雨,202110  ,1,5,1,4,20.00
2013 中鋼構,202110  ,1,2,1,1,50.00
2020 美亞,202110  ,1,3,1,2,33.33
2023 燁輝,202110  ,1,2,2,0,100.00
2023 燁輝,202110  ,2,6,2,4,33.33
2031 新光鋼,202110  ,1,2,1,1,50.00
2038 海光,202110  ,1,1,1,0,100.00
2056 璋釔,202110  ,1,1,1,0,100.00
2068 優頻,202110  ,1,1,1,0,100.00
2072 世紀風電,202110  ,1,3,2,1,66.67
2103 台橡,202110  ,1,6,3,3,50.00
2104 國際中橡,202110  ,1,1,1,0,100.00
2201 裕隆,202110  ,1,2,1,1,50.00
2201 裕隆,202110  ,2,1,1,0,100.00
2201 裕隆,202110  ,3,4,2,2,50.00
2207 和泰車,202110  ,1,1,1,0,100.00
2207 和泰車,202110  ,2,10,2,8,20.00
2207 和泰車,202110  ,3,6,5,1,83.33
2211 長榮鋼,202110  ,1,4,1,3,25.00
2215 匯豐汽車,202110  ,1,1,1,0,100.00
2231 為升,202110  ,1,4,1,3,25.00
2247 汎德永業,202110  ,1,1,1,0,100.00
2301 光寶科,202110  ,1,43,4,39,9.30
2301 光寶科,202110  ,2,9,6,3,66.67
2301 光寶科,202110  ,3,2,2,0,100.00
2303 聯電,202110  ,1,7,2,5,28.57
2308 台達電,202110  ,1,10,8,2,80.00
2311 日月光,202110  ,1,40,5,35,12.50
2317 鴻海,202110  ,1,1,1,0,100.00
2317 鴻海,202110  ,2,1,1,0,100.00
2317 鴻海,202110  ,3,1,1,0,100.00
2317 鴻海,202110  ,4,38,3,35,7.89
2330 台積電,202110  ,1,6,4,2,66.67
2330 台積電,202110  ,2,13,8,5,61.54
2332 友訊,202110  ,1,5,3,2,60.00
2338 光罩,202110  ,1,3,3,0,100.00
2340 台亞,202110  ,1,9,5,4,55.56
2344 華邦電,202110  ,1,31,15,16,48.39
2345 智邦,202110  ,1,29,7,22,24.14
2348 海悅,202110  ,1,2,2,0,100.00
2350 環電,202110  ,1,40,5,35,12.50
2352 佳世達,202110  ,1,2,1,1,50.00
2352 佳世達,202110  ,2,1,1,0,100.00
2352 佳世達,202110  ,3,1,1,0,100.00
2352 佳世達,202110  ,4,1,1,0,100.00
2352 佳世達,202110  ,5,1,1,0,100.00
2352 佳世達,202110  ,6,4,1,3,25.00
2353 宏碁,202110  ,1,3,2,1,66.67
2355 敬鵬,202110  ,1,6,3,3,50.00
2355 敬鵬,202110  ,2,18,6,12,33.33
2355 敬鵬,202110  ,3,6,2,4,33.33
2357 華碩,202110  ,1,13,3,10,23.08
2357 華碩,202110  ,2,2,1,1,50.00
2357 華碩,202110  ,3,1,1,0,100.00
2357 華碩,202110  ,4,3,2,1,66.67
2357 華碩,202110  ,5,1,1,0,100.00
2359 所羅門,202110  ,1,1,1,0,100.00
2359 所羅門,202110  ,2,2,1,1,50.00
2360 致茂,202110  ,1,1,1,0,100.00
2360 致茂,202110  ,2,18,7,11,38.89
2362 藍天,202110  ,1,6,3,3,50.00
2363 矽統,202110  ,1,1,1,0,100.00
2371 大同,202110  ,1,1,1,0,100.00
2371 大同,202110  ,2,1,1,0,100.00
2373 震旦行,202110  ,1,2,1,1,50.00
2373 震旦行,202110  ,2,4,3,1,75.00
2373 震旦行,202110  ,3,2,2,0,100.00
2373 震旦行,202110  ,4,1,1,0,100.00
2373 震旦行,202110  ,5,2,2,0,100.00
2376 技嘉,202110  ,1,1,1,0,100.00
2377 微星,202110  ,1,30,5,25,16.67
2379 瑞昱,202110  ,1,45,6,39,13.33
2382 廣達,202110  ,1,1,1,0,100.00
2382 廣達,202110  ,2,101,6,95,5.94
2383 台光電,202110  ,1,10,6,4,60.00
2385 群光,202110  ,1,1,1,0,100.00
2387 精元,202110  ,1,2,1,1,50.00
2392 正崴,202110  ,1,1,1,0,100.00
2393 億光,202110  ,1,15,6,9,40.00
2395 研華,202110  ,1,31,5,26,16.13
2401 凌陽,202110  ,1,4,3,1,75.00
2402 毅嘉,202110  ,1,2,1,1,50.00
2403 友尚,202110  ,1,2,2,0,100.00
2406 國碩,202110  ,1,2,1,1,50.00
2409 友達,202110  ,1,3,1,2,33.33
2412 中華電,202110  ,1,11,5,6,45.45
2412 中華電,202110  ,2,2,2,0,100.00
2414 精技,202110  ,1,4,1,3,25.00
2419 仲琦,202110  ,1,2,1,1,50.00
2429 銘旺科,202110  ,1,1,1,0,100.00
2430 燦坤,202110  ,1,2,2,0,100.00
2433 互盛電,202110  ,1,2,1,1,50.00
2441 超豐,202110  ,1,43,2,41,4.65
2453 凌群,202110  ,1,11,4,7,36.36
2454 聯發科,202110  ,1,6,3,3,50.00
2458 義隆,202110  ,1,10,2,8,20.00
2459 敦吉,202110  ,1,1,1,0,100.00
2464 盟立,202110  ,1,11,1,10,9.09
2467 志聖,202110  ,1,3,1,2,33.33
2472 立隆電,202110  ,1,1,1,0,100.00
2474 可成,202110  ,1,45,1,44,2.22
2476 鉅祥,202110  ,1,7,1,6,14.29
2480 敦陽科,202110  ,1,5,2,3,40.00
2480 敦陽科,202110  ,2,1,1,0,100.00
2481 強茂,202110  ,1,15,1,14,6.67
2481 強茂,202110  ,2,1,1,0,100.00
2485 兆赫,202110  ,1,4,1,3,25.00
2492 華新科,202110  ,1,2,1,1,50.00
2495 普安,202110  ,1,4,3,1,75.00
2496 卓越,202110  ,1,1,1,0,100.00
2498 宏達電,202110  ,1,17,6,11,35.29
2501 國建,202110  ,1,1,1,0,100.00
2526 大陸,202110  ,1,2,1,1,50.00
2535 達欣工,202110  ,1,1,1,0,100.00
2542 興富發,202110  ,1,1,1,0,100.00
2542 興富發,202110  ,2,2,2,0,100.00
2542 興富發,202110  ,3,1,1,0,100.00
2548 華固,202110  ,1,1,1,0,100.00
2549 遠揚建設,202110  ,1,4,1,3,25.00
2557 泛亞工程,202110  ,1,9,6,3,66.67
2597 潤弘,202110  ,1,9,2,7,22.22
2597 潤弘,202110  ,2,1,1,0,100.00
2597 潤弘,202110  ,3,3,1,2,33.33
2603 長榮,202110  ,1,22,7,15,31.82
2603 長榮,202110  ,2,9,1,8,11.11
2608 嘉里大榮,202110  ,1,3,1,2,33.33
2609 陽明,202110  ,1,1,1,0,100.00
2609 陽明,202110  ,2,18,7,11,38.89
2610 華航,202110  ,1,6,1,5,16.67
2610 華航,202110  ,2,1,1,0,100.00
2610 華航,202110  ,3,8,3,5,37.50
2610 華航,202110  ,4,7,4,3,57.14
2614 東森,202110  ,1,2,1,1,50.00
2619 新竹物流,202110  ,1,3,1,2,33.33
2639 光明海運,202110  ,1,1,1,0,100.00
2716 長榮國際,202110  ,1,1,1,0,100.00
2716 長榮國際,202110  ,2,1,1,0,100.00
2739 寒舍,202110  ,1,3,3,0,100.00
2753 八方雲集,202110  ,1,4,1,3,25.00
2762 世界健身-KY,202110  ,1,1,1,0,100.00
2762 世界健身-KY,202110  ,2,1,1,0,100.00
2762 世界健身-KY,202110  ,3,1,1,0,100.00
2762 世界健身-KY,202110  ,4,1,1,0,100.00
2762 世界健身-KY,202110  ,5,1,1,0,100.00
2807 渣打銀行,202110  ,1,27,1,26,3.70
2812 台中銀,202110  ,1,1,1,0,100.00
2834 臺企銀,202110  ,1,2,1,1,50.00
2838 聯邦銀,202110  ,1,1,1,0,100.00
2845 遠東銀,202110  ,1,25,5,20,20.00
2849 安泰銀,202110  ,1,14,2,12,14.29
2854 寶來證,202110  ,1,3,1,2,33.33
2858 中租迪和,202110  ,1,9,3,6,33.33
2880 華南金,202110  ,1,77,6,71,7.79
2880 華南金,202110  ,2,1,1,0,100.00
2880 華南金,202110  ,3,1,1,0,100.00
2881 富邦金,202110  ,1,1,1,0,100.00
28815 新安東京海上,202110  ,1,14,1,13,7.14
2882 國泰金,202110  ,1,9,2,7,22.22
2884 玉山金,202110  ,1,1,1,0,100.00
2884 玉山金,202110  ,2,2,2,0,100.00
2885 元大金,202110  ,1,3,1,2,33.33
2885 元大金,202110  ,2,13,2,11,15.38
2886 兆豐金,202110  ,1,1,1,0,100.00
2887 台新金,202110  ,1,10,2,8,20.00
2889 國票金,202110  ,1,2,1,1,50.00
2890 永豐金,202110  ,1,1,1,0,100.00
2892 第一金,202110  ,1,1,1,0,100.00
2903 遠百,202110  ,1,9,3,6,33.33
2904 匯僑,202110  ,1,1,1,0,100.00
2905 三商,202110  ,1,12,1,11,8.33
2905 三商,202110  ,2,1,1,0,100.00
2906 高林,202110  ,1,1,1,0,100.00
2906 高林,202110  ,2,1,1,0,100.00
2906 高林,202110  ,3,1,1,0,100.00
2908 特力,202110  ,1,1,1,0,100.00
2908 特力,202110  ,2,1,1,0,100.00
2912 統一超,202110  ,1,1,1,0,100.00
2913 農林,202110  ,1,2,1,1,50.00
2915 潤泰全,202110  ,1,3,1,2,33.33
2916 滿心,202110  ,1,6,2,4,33.33
30001 證交所,202110  ,1,1,1,0,100.00
3008 大立光,202110  ,1,71,14,57,19.72
3010 華立,202110  ,1,1,1,0,100.00
3013 晟銘電,202110  ,1,1,1,0,100.00
3014 聯陽,202110  ,1,4,2,2,50.00
3016 嘉晶,202110  ,1,6,1,5,16.67
3027 盛達,202110  ,1,1,1,0,100.00
3029 零壹,202110  ,1,1,1,0,100.00
3032 偉訓,202110  ,1,1,1,0,100.00
3033 威健,202110  ,1,4,2,2,50.00
3036 文曄,202110  ,1,9,5,4,55.56
3036 文曄,202110  ,2,1,1,0,100.00
3037 欣興,202110  ,1,15,1,14,6.67
3045 台灣大,202110  ,1,1,1,0,100.00
3055 蔚華科,202110  ,1,1,1,0,100.00
3057 喬鼎,202110  ,1,1,1,0,100.00
3059 華晶科,202110  ,1,1,1,0,100.00
3060 銘異,202110  ,1,2,1,1,50.00
3088 艾訊,202110  ,1,1,1,0,100.00
3105 穩懋,202110  ,1,34,5,29,14.71
3131 弘塑,202110  ,1,1,1,0,100.00
3141 晶宏,202110  ,1,1,1,0,100.00
3167 大量,202110  ,1,2,1,1,50.00
3168 眾福科,202110  ,1,1,1,0,100.00
3176 基亞,202110  ,1,1,1,0,100.00
3184 微邦,202110  ,1,1,1,0,100.00
3202 樺晟,202110  ,1,1,1,0,100.00
3217 優群,202110  ,1,1,1,0,100.00
3219 倚強科,202110  ,1,1,1,0,100.00
3231 緯創,202110  ,1,107,12,95,11.21
3231 緯創,202110  ,2,1,1,0,100.00
3231 緯創,202110  ,3,19,2,17,10.53
3234 光環,202110  ,1,3,2,1,66.67
3257 虹冠電,202110  ,1,1,1,0,100.00
3260 威剛,202110  ,1,6,2,4,33.33
3264 欣銓,202110  ,1,9,4,5,44.44
3276 宇環,202110  ,1,3,1,2,33.33
3296 勝德,202110  ,1,1,1,0,100.00
3311 閎暉,202110  ,1,2,2,0,100.00
3312 弘憶股,202110  ,1,1,1,0,100.00
3317 尼克森,202110  ,1,1,1,0,100.00
3322 建舜電,202110  ,1,1,1,0,100.00
3323 加百裕,202110  ,1,3,1,2,33.33
3324 雙鴻,202110  ,1,1,1,0,100.00
3345 慶良,202110  ,1,1,1,0,100.00
3359 泰鋒電腦,202110  ,1,1,1,0,100.00
3373 熱映,202110  ,1,1,1,0,100.00
3376 新日興,202110  ,1,24,4,20,16.67
3379 彬台,202110  ,1,1,1,0,100.00
3380 明泰,202110  ,1,2,1,1,50.00
3402 漢科,202110  ,1,4,1,3,25.00
