證券代碼,年月,序號,法定人數,不足人數,進用人數,不足百分比
2371 大同,202303  ,2,6,1,5,16.67
2373 震旦行,202303  ,1,2,1,1,50.00
2373 震旦行,202303  ,2,2,2,0,100.00
2373 震旦行,202303  ,3,2,2,0,100.00
2373 震旦行,202303  ,4,2,2,0,100.00
2376 技嘉,202303  ,1,1,1,0,100.00
2376 技嘉,202303  ,2,5,5,0,100.00
2377 微星,202303  ,1,30,1,29,3.33
2379 瑞昱,202303  ,1,49,8,41,16.33
2382 廣達,202303  ,1,2,2,0,100.00
2383 台光電,202303  ,1,10,7,3,70.00
2385 群光,202303  ,1,1,1,0,100.00
2387 精元,202303  ,1,2,2,0,100.00
2393 億光,202303  ,1,12,8,4,66.67
2395 研華,202303  ,1,35,1,34,2.86
2403 友尚,202303  ,1,2,1,1,50.00
2409 友達,202303  ,1,1,1,0,100.00
2409 友達,202303  ,2,1,1,0,100.00
2409 友達,202303  ,3,3,1,2,33.33
2409 友達,202303  ,4,6,1,5,16.67
2412 中華電,202303  ,1,11,6,5,54.55
2412 中華電,202303  ,2,14,1,13,7.14
2427 三商電,202303  ,1,8,1,7,12.50
2430 燦坤,202303  ,1,2,2,0,100.00
2438 翔耀,202303  ,1,1,1,0,100.00
2441 超豐,202303  ,1,41,5,36,12.20
2442 新美齊,202303  ,1,1,1,0,100.00
2448 晶電,202303  ,1,1,1,0,100.00
2448 晶電,202303  ,2,2,1,1,50.00
2454 聯發科,202303  ,1,8,6,2,75.00
2455 全新,202303  ,1,3,1,2,33.33
2457 飛宏,202303  ,1,2,1,1,50.00
2458 義隆,202303  ,1,10,4,6,40.00
2459 敦吉,202303  ,1,1,1,0,100.00
2472 立隆電,202303  ,1,1,1,0,100.00
2477 美隆電,202303  ,1,2,1,1,50.00
2480 敦陽科,202303  ,1,5,3,2,60.00
2480 敦陽科,202303  ,2,1,1,0,100.00
2481 強茂,202303  ,1,15,3,12,20.00
2481 強茂,202303  ,2,2,1,1,50.00
2486 一詮,202303  ,1,8,1,7,12.50
2495 普安,202303  ,1,3,2,1,66.67
2498 宏達電,202303  ,1,5,4,1,80.00
2498 宏達電,202303  ,2,11,1,10,9.09
2498 宏達電,202303  ,3,1,1,0,100.00
2501 國建,202303  ,1,1,1,0,100.00
2514 龍邦,202303  ,1,2,2,0,100.00
2515 中工,202303  ,1,14,6,8,42.86
2520 冠德,202303  ,1,9,3,6,33.33
2523 德寶,202303  ,1,2,1,1,50.00
2526 大陸,202303  ,1,3,2,1,66.67
2534 宏盛,202303  ,1,1,1,0,100.00
2535 達欣工,202303  ,1,1,1,0,100.00
2540 愛山林,202303  ,1,1,1,0,100.00
2542 興富發,202303  ,1,1,1,0,100.00
2542 興富發,202303  ,2,2,2,0,100.00
2542 興富發,202303  ,3,2,1,1,50.00
2543 皇昌,202303  ,1,15,4,11,26.67
2545 皇翔,202303  ,1,1,1,0,100.00
2546 根基,202303  ,1,9,3,6,33.33
2548 華固,202303  ,1,1,1,0,100.00
2577 亞昕開發,202303  ,1,1,1,0,100.00
2597 潤弘,202303  ,1,10,5,5,50.00
2597 潤弘,202303  ,2,1,1,0,100.00
2597 潤弘,202303  ,3,3,2,1,66.67
2608 嘉里大榮,202303  ,1,1,1,0,100.00
2610 華航,202303  ,1,7,1,6,14.29
2610 華航,202303  ,2,1,1,0,100.00
2610 華航,202303  ,3,7,3,4,42.86
2610 華航,202303  ,4,10,1,9,10.00
2704 國賓,202303  ,1,1,1,0,100.00
2716 長榮國際,202303  ,1,1,1,0,100.00
2716 長榮國際,202303  ,2,1,1,0,100.00
2807 渣打銀行,202303  ,1,24,3,21,12.50
2809 京城銀,202303  ,1,10,2,8,20.00
2812 台中銀,202303  ,1,1,1,0,100.00
2812 台中銀,202303  ,2,1,1,0,100.00
2834 臺企銀,202303  ,1,2,1,1,50.00
2838 聯邦銀,202303  ,1,1,1,0,100.00
2845 遠東銀,202303  ,1,25,5,20,20.00
2849 安泰銀,202303  ,1,14,2,12,14.29
2854 寶來證,202303  ,1,3,1,2,33.33
2858 中租迪和,202303  ,1,20,1,19,5.00
2858 中租迪和,202303  ,2,10,2,8,20.00
2880 華南金,202303  ,1,79,4,75,5.06
2880 華南金,202303  ,2,1,1,0,100.00
2880 華南金,202303  ,3,1,1,0,100.00
2881 富邦金,202303  ,1,1,1,0,100.00
2882 國泰金,202303  ,1,9,2,7,22.22
2882 國泰金,202303  ,2,7,2,5,28.57
2883 凱基金,202303  ,1,2,2,0,100.00
2883 凱基金,202303  ,2,1,1,0,100.00
2884 玉山金,202303  ,1,1,1,0,100.00
2884 玉山金,202303  ,2,3,3,0,100.00
2885 元大金,202303  ,1,3,1,2,33.33
2885 元大金,202303  ,2,1,1,0,100.00
2885 元大金,202303  ,3,13,1,12,7.69
2885 元大金,202303  ,4,2,1,1,50.00
2886 兆豐金,202303  ,1,1,1,0,100.00
2886 兆豐金,202303  ,2,3,1,2,33.33
2890 永豐金,202303  ,1,1,1,0,100.00
2892 第一金,202303  ,1,1,1,0,100.00
2903 遠百,202303  ,1,2,1,1,50.00
2904 匯僑,202303  ,1,1,1,0,100.00
2905 三商,202303  ,1,8,1,7,12.50
2906 高林,202303  ,1,2,1,1,50.00
2906 高林,202303  ,2,1,1,0,100.00
2906 高林,202303  ,3,1,1,0,100.00
2906 高林,202303  ,4,1,1,0,100.00
2908 特力,202303  ,1,1,1,0,100.00
2915 潤泰全,202303  ,1,3,2,1,66.67
3005 神基,202303  ,1,2,1,1,50.00
3008 大立光,202303  ,1,74,6,68,8.11
3013 晟銘電,202303  ,1,1,1,0,100.00
3014 聯陽,202303  ,1,4,2,2,50.00
3016 嘉晶,202303  ,1,7,2,5,28.57
3029 零壹,202303  ,1,1,1,0,100.00
3032 偉訓,202303  ,1,1,1,0,100.00
3033 威健,202303  ,1,4,2,2,50.00
3036 文曄,202303  ,1,9,7,2,77.78
3036 文曄,202303  ,2,1,1,0,100.00
3045 台灣大,202303  ,1,1,1,0,100.00
3045 台灣大,202303  ,2,1,1,0,100.00
3057 喬鼎,202303  ,1,1,1,0,100.00
3059 華晶科,202303  ,1,1,1,0,100.00
3062 建漢,202303  ,1,2,1,1,50.00
3078 僑威,202303  ,1,1,1,0,100.00
3097 拍檔,202303  ,1,1,1,0,100.00
3105 穩懋,202303  ,1,32,11,21,34.38
3131 弘塑,202303  ,1,1,1,0,100.00
3163 波若威,202303  ,1,1,1,0,100.00
3168 眾福科,202303  ,1,1,1,0,100.00
3176 基亞,202303  ,1,1,1,0,100.00
3189 景碩,202303  ,1,59,8,51,13.56
3217 優群,202303  ,1,1,1,0,100.00
3218 大學光,202303  ,1,2,2,0,100.00
3231 緯創,202303  ,1,115,17,98,14.78
3231 緯創,202303  ,2,1,1,0,100.00
3231 緯創,202303  ,3,30,5,25,16.67
3234 光環,202303  ,1,3,2,1,66.67
3260 威剛,202303  ,1,7,2,5,28.57
3264 欣銓,202303  ,1,8,2,6,25.00
3265 台星科,202303  ,1,8,1,7,12.50
3275 逸凡科技,202303  ,1,1,1,0,100.00
3293 鈊象,202303  ,1,10,1,9,10.00
3294 英濟,202303  ,1,3,1,2,33.33
3296 勝德,202303  ,1,1,1,0,100.00
3317 尼克森,202303  ,1,1,1,0,100.00
3322 建舜電,202303  ,1,1,1,0,100.00
3323 加百裕,202303  ,1,3,1,2,33.33
3324 雙鴻,202303  ,1,2,2,0,100.00
3345 慶良,202303  ,1,1,1,0,100.00
3360 尚立,202303  ,1,1,1,0,100.00
3373 熱映,202303  ,1,1,1,0,100.00
3376 新日興,202303  ,1,20,2,18,10.00
3402 漢科,202303  ,1,5,2,3,40.00
3437 榮創,202303  ,1,7,1,6,14.29
3443 創意,202303  ,1,6,3,3,50.00
3444 利機,202303  ,1,1,1,0,100.00
3447 展達,202303  ,1,1,1,0,100.00
3454 晶睿,202303  ,1,12,8,4,66.67
3454 晶睿,202303  ,2,12,1,11,8.33
3505 聯線上,202303  ,1,3,1,2,33.33
3515 華擎,202303  ,1,1,1,0,100.00
3515 華擎,202303  ,2,2,1,1,50.00
3515 華擎,202303  ,3,3,2,1,66.67
3527 聚積,202303  ,1,2,1,1,50.00
3529 力旺,202303  ,1,2,1,1,50.00
3532 台勝科,202303  ,1,15,5,10,33.33
3565 奧圖碼,202303  ,1,1,1,0,100.00
3573 穎台,202303  ,1,1,1,0,100.00
3576 聯合再生,202303  ,1,1,1,0,100.00
3588 通嘉,202303  ,1,1,1,0,100.00
3605 宏致,202303  ,1,6,2,4,33.33
3662 齊民,202303  ,1,1,1,0,100.00
3673 TPK-KY,202303  ,1,1,1,0,100.00
3680 家登,202303  ,1,1,1,0,100.00
3694 海華,202303  ,1,2,2,0,100.00
3702 大聯大,202303  ,1,2,1,1,50.00
3702 大聯大,202303  ,2,1,1,0,100.00
3703 欣陸,202303  ,1,3,2,1,66.67
3707 漢磊,202303  ,1,7,2,5,28.57
3711 日月光投控,202303  ,1,42,12,30,28.57
3714 富采,202303  ,1,1,1,0,100.00
3714 富采,202303  ,2,2,1,1,50.00
3716 中化控股,202303  ,1,4,2,2,50.00
3716 中化控股,202303  ,2,2,2,0,100.00
4103 百略,202303  ,1,1,1,0,100.00
4104 佳醫,202303  ,1,2,2,0,100.00
4114 健喬,202303  ,1,4,4,0,100.00
4114 健喬,202303  ,2,1,1,0,100.00
4116 明基醫,202303  ,1,1,1,0,100.00
4121 優盛,202303  ,1,1,1,0,100.00
4129 聯合,202303  ,1,6,1,5,16.67
4133 亞諾法,202303  ,1,1,1,0,100.00
4147 中裕,202303  ,1,1,1,0,100.00
4164 承業醫,202303  ,1,1,1,0,100.00
4171 瑞基,202303  ,1,1,1,0,100.00
4173 久裕,202303  ,1,2,2,0,100.00
4180 保盛藥業,202303  ,1,2,1,1,50.00
4423 仁宗蕾絲,202303  ,1,1,1,0,100.00
4438 廣越,202303  ,1,2,1,1,50.00
4550 長佳,202303  ,1,1,1,0,100.00
4707 磐亞,202303  ,1,1,1,0,100.00
4707 磐亞,202303  ,2,1,1,0,100.00
4735 豪展,202303  ,1,1,1,0,100.00
4749 新應材,202303  ,1,2,2,0,100.00
4755 三福化,202303  ,1,3,1,2,33.33
4802 樂美館,202303  ,1,1,1,0,100.00
4938 和碩,202303  ,1,86,4,82,4.65
4938 和碩,202303  ,2,59,8,51,13.56
4938 和碩,202303  ,3,1,1,0,100.00
4938 和碩,202303  ,4,2,1,1,50.00
4938 和碩,202303  ,5,2,2,0,100.00
4938 和碩,202303  ,6,3,2,1,66.67
4944 兆遠,202303  ,1,1,1,0,100.00
4960 誠美材,202303  ,1,10,6,4,60.00
4985 富相,202303  ,1,1,1,0,100.00
5213 亞昕,202303  ,1,1,1,0,100.00
5213 亞昕,202303  ,2,1,1,0,100.00
5228 鈺鎧,202303  ,1,2,2,0,100.00
5234 達興材料,202303  ,1,3,1,2,33.33
5243 乙盛-KY,202303  ,1,1,1,0,100.00
5258 虹堡,202303  ,1,4,1,3,25.00
5262 立達,202303  ,1,1,1,0,100.00
5274 信驊,202303  ,1,1,1,0,100.00
5277 葳天,202303  ,1,2,1,1,50.00
5283 禾聯碩,202303  ,1,1,1,0,100.00
5289 宜鼎,202303  ,1,1,1,0,100.00
5305 敦南,202303  ,1,1,1,0,100.00
5321 美而快,202303  ,1,1,1,0,100.00
5324 士開,202303  ,1,1,1,0,100.00
5371 中光電,202303  ,1,1,1,0,100.00
5388 中磊,202303  ,1,18,3,15,16.67
5392 能率,202303  ,1,1,1,0,100.00
5434 崇越,202303  ,1,1,1,0,100.00
5434 崇越,202303  ,2,4,2,2,50.00
5434 崇越,202303  ,3,1,1,0,100.00
5443 均豪,202303  ,1,4,3,1,75.00
5457 宣德,202303  ,1,1,1,0,100.00
5469 瀚宇博,202303  ,1,1,1,0,100.00
5478 智冠,202303  ,1,1,1,0,100.00
5483 中美晶,202303  ,1,1,1,0,100.00
5483 中美晶,202303  ,2,7,2,5,28.57
5483 中美晶,202303  ,3,4,1,3,25.00
5490 同亨,202303  ,1,1,1,0,100.00
5498 凱崴,202303  ,1,1,1,0,100.00
5511 德昌,202303  ,1,5,1,4,20.00
5522 遠雄,202303  ,1,4,3,1,75.00
5820 日盛金,202303  ,1,1,1,0,100.00
5827 華泰銀行,202303  ,1,7,2,5,28.57
5830 三信銀行,202303  ,1,11,1,10,9.09
5838 華銀,202303  ,1,79,4,75,5.06
5843 兆豐銀行,202303  ,1,3,1,2,33.33
5844 一銀,202303  ,1,1,1,0,100.00
5862 板信銀,202303  ,1,13,2,11,15.38
5870 花旗台灣,202303  ,1,41,6,35,14.63
5871 中租-KY,202303  ,1,20,1,19,5.00
5871 中租-KY,202303  ,2,10,2,8,20.00
5874 南山人壽,202303  ,1,15,3,12,20.00
5874 南山人壽,202303  ,2,7,2,5,28.57
5876 上海商銀,202303  ,1,28,3,25,10.71
5903 全家,202303  ,1,12,2,10,16.67
5903 全家,202303  ,2,1,1,0,100.00
6005 群益證,202303  ,1,6,1,5,16.67
6008 凱基證,202303  ,1,1,1,0,100.00
6020 大展證,202303  ,1,1,1,0,100.00
6021 美好證,202303  ,1,2,2,0,100.00
6023 元大期,202303  ,1,3,1,2,33.33
6026 福邦證,202303  ,1,2,1,1,50.00
6105 瑞傳,202303  ,1,1,1,0,100.00
6111 大宇資,202303  ,1,1,1,0,100.00
6112 邁達特,202303  ,1,1,1,0,100.00
6112 邁達特,202303  ,2,1,1,0,100.00
6120 達運,202303  ,1,6,1,5,16.67
6121 新普,202303  ,1,1,1,0,100.00
6121 新普,202303  ,2,2,2,0,100.00
6121 新普,202303  ,3,4,1,3,25.00
6138 茂達,202303  ,1,1,1,0,100.00
6138 茂達,202303  ,2,2,2,0,100.00
6139 亞翔,202303  ,1,29,13,16,44.83
6146 耕興,202303  ,1,7,3,4,42.86
6148 驊宏資,202303  ,1,1,1,0,100.00
6151 晉倫,202303  ,1,1,1,0,100.00
6174 安碁,202303  ,1,2,1,1,50.00
6175 立敦,202303  ,1,1,1,0,100.00
6177 達麗,202303  ,1,1,1,0,100.00
6177 達麗,202303  ,2,1,1,0,100.00
6180 橘子,202303  ,1,1,1,0,100.00
6180 橘子,202303  ,2,4,1,3,25.00
6188 廣明,202303  ,1,2,2,0,100.00
6191 精成科,202303  ,1,1,1,0,100.00
6202 盛群,202303  ,1,4,2,2,50.00
6203 海韻電,202303  ,1,1,1,0,100.00
6208 日揚,202303  ,1,4,1,3,25.00
6208 日揚,202303  ,2,1,1,0,100.00
6214 精誠,202303  ,1,1,1,0,100.00
6214 精誠,202303  ,2,1,1,0,100.00
6218 豪勉,202303  ,1,1,1,0,100.00
6221 晉泰,202303  ,1,2,1,1,50.00
6239 力成,202303  ,1,10,5,5,50.00
6239 力成,202303  ,2,41,5,36,12.20
6243 迅杰,202303  ,1,1,1,0,100.00
6257 矽格,202303  ,1,8,1,7,12.50
6269 台郡,202303  ,1,1,1,0,100.00
6271 同欣電,202303  ,1,27,6,21,22.22
6285 啟碁,202303  ,1,71,9,62,12.68
6409 旭隼,202303  ,1,1,1,0,100.00
6414 樺漢,202303  ,1,1,1,0,100.00
6416 瑞祺電通,202303  ,1,1,1,0,100.00
6432 今展科,202303  ,1,1,1,0,100.00
6435 大中,202303  ,1,1,1,0,100.00
6438 迅得,202303  ,1,6,1,5,16.67
6456 GIS-KY,202303  ,1,6,2,4,33.33
6457 紘康,202303  ,1,1,1,0,100.00
6462 神盾,202303  ,1,2,1,1,50.00
6462 神盾,202303  ,2,1,1,0,100.00
6464 台數科,202303  ,1,1,1,0,100.00
6469 大樹,202303  ,1,20,2,18,10.00
6472 保瑞,202303  ,1,2,1,1,50.00
6475 岱煒,202303  ,1,1,1,0,100.00
6485 點序,202303  ,1,2,1,1,50.00
6488 環球晶,202303  ,1,1,1,0,100.00
6494 九齊,202303  ,1,1,1,0,100.00
6499 益安,202303  ,1,1,1,0,100.00
6510 精測,202303  ,1,11,6,5,54.55
6526 達發,202303  ,1,8,6,2,75.00
6531 愛普*,202303  ,1,1,1,0,100.00
6542 隆中,202303  ,1,1,1,0,100.00
6547 高端疫苗,202303  ,1,1,1,0,100.00
6568 宏觀,202303  ,1,1,1,0,100.00
6590 普鴻,202303  ,1,2,2,0,100.00
6592 和潤企業,202303  ,1,11,4,7,36.36
6592 和潤企業,202303  ,2,7,2,5,28.57
6614 資拓宏宇,202303  ,1,14,1,13,7.14
6635 瑞利智工,202303  ,1,1,1,0,100.00
6647 合迪,202303  ,1,10,2,8,20.00
6665 康聯生醫,202303  ,1,1,1,0,100.00
6669 緯穎,202303  ,1,30,5,25,16.67
6677 瑩碩生技,202303  ,1,1,1,0,100.00
6677 瑩碩生技,202303  ,2,1,1,0,100.00
6680 鑫創電子,202303  ,1,1,1,0,100.00
6697 東捷資訊,202303  ,1,1,1,0,100.00
6698 旭暉應材,202303  ,1,2,1,1,50.00
6708 天擎,202303  ,1,1,1,0,100.00
6712 長聖,202303  ,1,1,1,0,100.00
6716 應廣,202303  ,1,1,1,0,100.00
6719 力智,202303  ,1,2,1,1,50.00
6723 傑智環境,202303  ,1,1,1,0,100.00
6735 美達科技,202303  ,1,1,1,0,100.00
6738 鼎恒,202303  ,1,1,1,0,100.00
6751 智聯服務,202303  ,1,3,3,0,100.00
6775 穎台科技,202303  ,1,3,3,0,100.00
6781 AES-KY,202303  ,1,1,1,0,100.00
6781 AES-KY,202303  ,2,2,2,0,100.00
6792 詠業,202303  ,1,4,1,3,25.00
6793 天力離岸,202303  ,1,5,5,0,100.00
6797 圓點奈米,202303  ,1,2,2,0,100.00
6826 和淞,202303  ,1,8,2,6,25.00
6830 汎銓,202303  ,1,4,4,0,100.00
6856 鑫傳,202303  ,1,1,1,0,100.00
6858 愛比科技,202303  ,1,1,1,0,100.00
6873 泓德能源,202303  ,1,1,1,0,100.00
6886 遠東生技,202303  ,1,1,1,0,100.00
6903 巨漢,202303  ,1,1,1,0,100.00
6910 德鴻,202303  ,1,1,1,0,100.00
6911 群運,202303  ,1,1,1,0,100.00
6925 意藍,202303  ,1,1,1,0,100.00
6939 啟弘生技,202303  ,1,1,1,0,100.00
6944 兆聯實業,202303  ,1,3,2,1,66.67
6944 兆聯實業,202303  ,2,2,1,1,50.00
6947 台鎔科技,202303  ,1,1,1,0,100.00
6953 家碩,202303  ,1,1,1,0,100.00
6955 邦睿生技-創,202303  ,1,1,1,0,100.00
6958 日盛台駿,202303  ,1,4,1,3,25.00
6965 中傑-KY,202303  ,1,1,1,0,100.00
6980 鐳洋科技,202303  ,1,1,1,0,100.00
7452 乂迪生,202303  ,1,1,1,0,100.00
7530 鋒魁科技,202303  ,1,1,1,0,100.00
7555 美萌,202303  ,1,1,1,0,100.00
7631 聚賢研發-創,202303  ,1,1,1,0,100.00
7704 明遠精密,202303  ,1,1,1,0,100.00
7706 宏碁創達,202303  ,1,3,3,0,100.00
7708 全家餐飲,202303  ,1,12,2,10,16.67
7710 東擎科技,202303  ,1,1,1,0,100.00
7711 永擎,202303  ,1,2,1,1,50.00
7722 LINEPAY,202303  ,1,1,1,0,100.00
7725 列特博,202303  ,1,1,1,0,100.00
7739 藍新科技,202303  ,1,1,1,0,100.00
7797 Q Burger,202303  ,1,10,5,5,50.00
7801 華芸科技,202303  ,1,1,1,0,100.00
7822 倍利科,202303  ,1,1,1,0,100.00
8024 佑華,202303  ,1,1,1,0,100.00
8028 昇陽半導體,202303  ,1,1,1,0,100.00
8032 光菱,202303  ,1,1,1,0,100.00
8044 網家,202303  ,1,1,1,0,100.00
8044 網家,202303  ,2,1,1,0,100.00
8046 南電,202303  ,1,9,4,5,44.44
8048 德勝,202303  ,1,1,1,0,100.00
8050 廣積,202303  ,1,1,1,0,100.00
8053 巨擘,202303  ,1,1,1,0,100.00
8054 安國,202303  ,1,1,1,0,100.00
8068 全達,202303  ,1,1,1,0,100.00
8071 能率網通,202303  ,1,1,1,0,100.00
8081 致新,202303  ,1,3,1,2,33.33
8091 翔名,202303  ,1,3,3,0,100.00
8114 振樺電,202303  ,1,1,1,0,100.00
8163 達方,202303  ,1,4,1,3,25.00
8163 達方,202303  ,2,1,1,0,100.00
8163 達方,202303  ,3,4,2,2,50.00
8201 無敵,202303  ,1,1,1,0,100.00
8249 菱光,202303  ,1,1,1,0,100.00
8255 朋程,202303  ,1,4,1,3,25.00
8299 群聯,202303  ,1,36,12,24,33.33
8329 台視,202303  ,1,6,2,4,33.33
8338 麥寮汽電,202303  ,1,3,1,2,33.33
8358 金居,202303  ,1,3,3,0,100.00
8359 錢櫃,202303  ,1,1,1,0,100.00
8359 錢櫃,202303  ,2,1,1,0,100.00
8367 建新國際,202303  ,1,1,1,0,100.00
8406 金可-KY,202303  ,1,16,2,14,12.50
8409 商之器,202303  ,1,1,1,0,100.00
8463 潤泰材,202303  ,1,1,1,0,100.00
8463 潤泰材,202303  ,2,3,2,1,66.67
8477 創業家,202303  ,1,1,1,0,100.00
8478 東哥遊艇,202303  ,1,7,1,6,14.29
8916 光隆,202303  ,1,1,1,0,100.00
8938 明安,202303  ,1,8,3,5,37.50
8942 森鉅,202303  ,1,1,1,0,100.00
8958 誠品,202303  ,1,7,3,4,42.86
8996 高力,202303  ,1,5,4,1,80.00
916665 爾必達,202303  ,1,76,11,65,14.47
916665 爾必達,202303  ,2,10,5,5,50.00
9904 寶成,202303  ,1,1,1,0,100.00
9911 櫻花,202303  ,1,1,1,0,100.00
9917 中保科,202303  ,1,1,1,0,100.00
9917 中保科,202303  ,2,1,1,0,100.00
9924 福興,202303  ,1,3,1,2,33.33
9933 中鼎,202303  ,1,45,9,36,20.00
9941 裕融,202303  ,1,1,1,0,100.00
9943 好樂迪,202303  ,1,1,1,0,100.00
9945 潤泰新,202303  ,1,10,5,5,50.00
9945 潤泰新,202303  ,2,1,1,0,100.00
9945 潤泰新,202303  ,3,1,1,0,100.00
9945 潤泰新,202303  ,4,3,2,1,66.67
9958 世紀鋼,202303  ,1,6,2,4,33.33
9968 華歌爾,202303  ,1,17,3,14,17.65
9971 立大開發,202303  ,1,1,1,0,100.00
B00029 富蘭克林投顧,202303  ,1,2,2,0,100.00
000700 兆豐證券,202304  ,1,1,1,0,100.00
000884 玉山證券,202304  ,1,3,3,0,100.00
000888 國泰證券,202304  ,1,9,2,7,22.22
000930 華南永昌證券,202304  ,1,1,1,0,100.00
000980 元大證券,202304  ,1,3,1,2,33.33
000980 元大證券,202304  ,2,14,2,12,14.29
1101 台泥,202304  ,1,3,1,2,33.33
1101 台泥,202304  ,2,1,1,0,100.00
1102 亞泥,202304  ,1,1,1,0,100.00
1201 味全,202304  ,1,4,1,3,25.00
1210 大成,202304  ,1,3,2,1,66.67
1215 卜蜂,202304  ,1,1,1,0,100.00
1216 統一,202304  ,1,1,1,0,100.00
1225 福懋油,202304  ,1,2,2,0,100.00
1227 佳格,202304  ,1,10,3,7,30.00
1232 大統益,202304  ,1,1,1,0,100.00
1235 興泰,202304  ,1,2,1,1,50.00
1235 興泰,202304  ,2,2,2,0,100.00
1269 乾杯,202304  ,1,3,1,2,33.33
1303 南亞,202304  ,1,16,3,13,18.75
1303 南亞,202304  ,2,14,3,11,21.43
1303 南亞,202304  ,3,9,4,5,44.44
1304 台聚,202304  ,1,2,1,1,50.00
1308 亞聚,202304  ,1,2,1,1,50.00
1309 台達化,202304  ,1,2,1,1,50.00
1310 台苯,202304  ,1,1,1,0,100.00
1312 國喬,202304  ,1,3,1,2,33.33
1313 聯成,202304  ,1,1,1,0,100.00
1314 中石化,202304  ,1,2,1,1,50.00
1321 大洋,202304  ,1,1,1,0,100.00
1324 地球,202304  ,1,2,1,1,50.00
1326 台化,202304  ,1,3,1,2,33.33
1326 台化,202304  ,2,1,1,0,100.00
1402 遠東新,202304  ,1,4,1,3,25.00
1409 新纖,202304  ,1,4,1,3,25.00
1419 新紡,202304  ,1,3,2,1,66.67
1440 南紡,202304  ,1,5,3,2,60.00
1440 南紡,202304  ,2,4,2,2,50.00
1452 宏益,202304  ,1,2,1,1,50.00
1464 得力,202304  ,1,1,1,0,100.00
1477 聚陽,202304  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202304  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202304  ,2,1,1,0,100.00
1503 士電,202304  ,1,10,3,7,30.00
1503 士電,202304  ,2,5,4,1,80.00
1504 東元,202304  ,1,1,1,0,100.00
1512 瑞利,202304  ,1,1,1,0,100.00
1533 車王電,202304  ,1,2,1,1,50.00
1548 信昌機械,202304  ,1,8,2,6,25.00
1550 台全電機,202304  ,1,16,4,12,25.00
1555 維輪實業,202304  ,1,2,2,0,100.00
1566 捷邦,202304  ,1,1,1,0,100.00
1613 台一,202304  ,1,1,1,0,100.00
1701 中化,202304  ,1,4,2,2,50.00
1701 中化,202304  ,2,2,2,0,100.00
1702 南僑,202304  ,1,3,1,2,33.33
1702 南僑,202304  ,2,2,1,1,50.00
1711 永光,202304  ,1,1,1,0,100.00
1718 中纖,202304  ,1,1,1,0,100.00
1718 中纖,202304  ,2,1,1,0,100.00
1724 台硝,202304  ,1,1,1,0,100.00
1730 花仙子,202304  ,1,1,1,0,100.00
1731 美吾華,202304  ,1,1,1,0,100.00
1736 喬山,202304  ,1,12,2,10,16.67
1762 中化生,202304  ,1,3,1,2,33.33
1763 奇美實業,202304  ,1,20,1,19,5.00
1763 奇美實業,202304  ,2,10,7,3,70.00
1764 長春石化,202304  ,1,9,3,6,33.33
1764 長春石化,202304  ,2,34,1,33,2.94
1765 長春樹脂,202304  ,1,21,4,17,19.05
1766 大連化工,202304  ,1,9,3,6,33.33
1768 欣彰天然氣,202304  ,1,2,1,1,50.00
1780 立弘,202304  ,1,1,1,0,100.00
1787 福盈科,202304  ,1,1,1,0,100.00
1788 杏昌,202304  ,1,2,1,1,50.00
1795 美時,202304  ,1,6,1,5,16.67
1802 台玻,202304  ,1,2,1,1,50.00
1808 潤隆,202304  ,1,2,1,1,50.00
1813 寶利徠,202304  ,1,1,1,0,100.00
1904 正隆,202304  ,1,3,1,2,33.33
1907 永豐餘,202304  ,1,1,1,0,100.00
2002 中鋼,202304  ,1,5,1,4,20.00
2002 中鋼,202304  ,2,4,1,3,25.00
2002 中鋼,202304  ,3,96,15,81,15.63
2002 中鋼,202304  ,4,6,2,4,33.33
2002 中鋼,202304  ,5,6,1,5,16.67
2002 中鋼,202304  ,6,32,4,28,12.50
2002 中鋼,202304  ,7,4,3,1,75.00
2012 春雨,202304  ,1,5,1,4,20.00
2013 中鋼構,202304  ,1,4,1,3,25.00
2013 中鋼構,202304  ,2,4,3,1,75.00
2023 燁輝,202304  ,1,3,2,1,66.67
2031 新光鋼,202304  ,1,1,1,0,100.00
2031 新光鋼,202304  ,2,2,1,1,50.00
2038 海光,202304  ,1,1,1,0,100.00
2068 優頻,202304  ,1,1,1,0,100.00
2072 世紀風電,202304  ,1,5,1,4,20.00
2103 台橡,202304  ,1,6,3,3,50.00
2104 國際中橡,202304  ,1,3,1,2,33.33
2201 裕隆,202304  ,1,2,2,0,100.00
2201 裕隆,202304  ,2,1,1,0,100.00
2207 和泰車,202304  ,1,4,1,3,25.00
2207 和泰車,202304  ,2,11,4,7,36.36
2215 匯豐汽車,202304  ,1,1,1,0,100.00
2222 桃苗汽車,202304  ,1,19,2,17,10.53
2227 裕日車,202304  ,1,3,1,2,33.33
2237 華德動能,202304  ,1,2,1,1,50.00
2247 汎德永業,202304  ,1,1,1,0,100.00
2247 汎德永業,202304  ,2,2,2,0,100.00
2254 巨鎧精密-創,202304  ,1,1,1,0,100.00
2301 光寶科,202304  ,1,51,14,37,27.45
2301 光寶科,202304  ,2,9,5,4,55.56
2308 台達電,202304  ,1,12,8,4,66.67
2308 台達電,202304  ,2,12,1,11,8.33
2311 日月光,202304  ,1,41,11,30,26.83
